zip_code,latitude,longitude
08039,39.685628, -75.277370
08041,40.039074, -74.678698
08042,40.015389, -74.662287
08043,39.848539, -74.953498
08045,39.867114, -75.029746
08046,40.027950, -74.886984
08048,39.958855, -74.802478
08049,39.854390, -75.038544
08050,39.712750, -74.231000
08051,39.783875, -75.175825
08052,39.952381, -74.994896
08053,39.856677, -74.900810
08054,39.948992, -74.900247
08055,39.862695, -74.822311
08056,39.783669, -75.255275
08057,39.979658, -74.941308
08059,39.884825, -75.092667
08060,40.007737, -74.790088
08061,39.798865, -75.205359
08062,39.716067, -75.219239
08063,39.867297, -75.185621
08064,39.962782, -74.640754
08065,40.002615, -75.035273
08066,39.834292, -75.228355
08067,39.739194, -75.411406
08068,39.961401, -74.665919
08069,39.699258, -75.445180
08070,39.619131, -75.516096
08071,39.731894, -75.133534
08072,39.544308, -75.418704
08073,40.009542, -74.866779
08074,39.716166, -75.163440
08075,40.029586, -74.948936
08077,40.000162, -74.991632
08078,39.853411, -75.075502
08079,39.542408, -75.431684
08080,39.757432, -75.121872
08081,39.732942, -74.976657
08083,39.841266, -75.028593
08084,39.828957, -75.015458
08085,39.761129, -75.324060
08086,39.854719, -75.198716
08087,39.596035, -74.380612
08088,39.851467, -74.693412
08089,39.717800, -74.826622
08090,39.799077, -75.150692
08091,39.807116, -74.924178
08092,39.647146, -74.284622
08093,39.864643, -75.137452
08094,39.650587, -74.959292
08095,39.649298, -74.858006
08096,39.826854, -75.126663
08097,39.813376, -75.150617
08098,39.639535, -75.329849
08102,39.952558, -75.120999
08103,39.935834, -75.113921
08104,39.916435, -75.113179
08105,39.950340, -75.096278
08106,39.890992, -75.073329
08107,39.907845, -75.083563
08108,39.914668, -75.060862
08109,39.951291, -75.050129
08110,39.971893, -75.057876
08201,39.423563, -74.493025
08202,39.095265, -74.731415
08203,39.425627, -74.392933
08204,38.971087, -74.920979
08205,39.482000, -74.452637
08210,39.121750, -74.834430
08212,38.933446, -74.953895
08215,39.586506, -74.563656
08217,39.574192, -74.719915
08221,39.343718, -74.571049
08223,39.278750, -74.655703
08224,39.606361, -74.466715
08225,39.362651, -74.530947
08226,39.263668, -74.607856
08230,39.207372, -74.720215
08232,39.387525, -74.515196
08234,39.388393, -74.620728
08240,39.488059, -74.533973
08241,39.534798, -74.476099
08242,39.018576, -74.888905
08243,39.151013, -74.696319
08244,39.318968, -74.588458
08246,39.180965, -74.765806
08247,39.052267, -74.783628
08248,39.195657, -74.657187
08251,39.027715, -74.929514
08260,38.998468, -74.843447
08270,39.271779, -74.785972
08302,39.438613, -75.260646
08310,39.531435, -74.896805
08311,39.327866, -75.204035
08312,39.663756, -75.077505
08314,39.221854, -74.940368
08316,39.269532, -74.949689
08317,39.400688, -74.829634
08318,39.557728, -75.177717
08319,39.370409, -74.810816
08320,39.385080, -75.160600
08321,39.223596, -75.143169
08322,39.611102, -75.048771
08323,39.396273, -75.367551
08324,39.214626, -74.996612
08326,39.537672, -74.928273
08327,39.251531, -74.962812
08328,39.578361, -75.058737
08329,39.275992, -75.007675
08330,39.481603, -74.737407
08332,39.377041, -75.023374
08340,39.437245, -74.876499
08341,39.525424, -74.953020
08343,39.636316, -75.167607
08344,39.561745, -74.986037
08345,39.282427, -75.160409
08346,39.566059, -74.846330
08348,39.309933, -74.971365
08349,39.273865, -75.071307
08350,39.488101, -74.882020
08352,39.475732, -75.127980
08353,39.462303, -75.292408
08360,39.495524, -75.008665
08361,39.449369, -74.958827
08401,39.377297, -74.451082
08402,39.326385, -74.504473
08403,39.318497, -74.542405
08406,39.341560, -74.480862
08501,40.163841, -74.566056
08502,40.448217, -74.653244
08505,40.103026, -74.733455
08510,40.191477, -74.416813
08511,40.042379, -74.557037
08512,40.324357, -74.525526
08514,40.134246, -74.491742
08515,40.119175, -74.662884
08518,40.115428, -74.802088
08520,40.255265, -74.530078
08525,40.397648, -74.779412
08527,40.108680, -74.358558
08528,40.387108, -74.618915
08530,40.370017, -74.910170
08533,40.071031, -74.500141
08534,40.329422, -74.792789
08535,40.244447, -74.431604
08536,40.332290, -74.581076
08540,40.363010, -74.655321
08542,40.352913, -74.660366
08550,40.280155, -74.614673
08551,40.447111, -74.837285
08553,40.400347, -74.638922
08554,40.117217, -74.777844
08555,40.218286, -74.470792
08558,40.413411, -74.703745
08559,40.429224, -74.979065
08560,40.315730, -74.857279
08561,40.251061, -74.580952
08562,40.061957, -74.591878
08608,40.219297, -74.767770
08609,40.225747, -74.740906
08610,40.191174, -74.716603
08611,40.183615, -74.740319
08618,40.249347, -74.789973
08619,40.242301, -74.696408
08620,40.170048, -74.651278
08628,40.264418, -74.827047
08629,40.220669, -74.731201
08638,40.254018, -74.763385
08640,40.004416, -74.591269
08641,40.020284, -74.590178
08648,40.284308, -74.717976
08690,40.224505, -74.660279
08691,40.208731, -74.592097
08701,40.077041, -74.200383
08720,40.135366, -74.098050
08721,39.901987, -74.152651
08722,39.928405, -74.202189
08723,40.038584, -74.111600
08724,40.086235, -74.110850
08730,40.105375, -74.063421
08731,39.865669, -74.258864
08732,39.941792, -74.143814
08733,40.023772, -74.320756
08734,39.862755, -74.172064
08735,39.982051, -74.070619
08736,40.120018, -74.053257
08738,40.022724, -74.059040
08740,39.927706, -74.130615
08741,39.937116, -74.166931
08742,40.080784, -74.059125
08750,40.133372, -74.041501
08751,39.951907, -74.088150
08752,39.842500, -74.093433
08753,39.979031, -74.160429
08755,40.008533, -74.221768
08757,39.942397, -74.251072
08758,39.778981, -74.238592
08759,39.975287, -74.344727
08801,40.622794, -74.886324
08802,40.671028, -75.017983
08804,40.646655, -75.095715
08805,40.573874, -74.537507
08807,40.592434, -74.618840
08808,40.732130, -75.049029
08809,40.651832, -74.934206
08810,40.368288, -74.491018
08812,40.598731, -74.478793
08816,40.429119, -74.416287
08817,40.514658, -74.393104
08820,40.576806, -74.365750
08821,40.520045, -74.685662
08822,40.525105, -74.865254
08823,40.439256, -74.570451
08824,40.422086, -74.553237
08825,40.514169, -75.027112
08826,40.716574, -74.912125
08827,40.668431, -74.968385
08828,40.378579, -74.423518
08829,40.670022, -74.890271
08830,40.569594, -74.314925
08831,40.319474, -74.428801
08832,40.517202, -74.306784
08833,40.645542, -74.816261
08835,40.541269, -74.589273
08836,40.596376, -74.557320
08837,40.513105, -74.344075
08840,40.543139, -74.358981
08844,40.497692, -74.670505
08846,40.574627, -74.498259
08848,40.594266, -75.096659
08850,40.447921, -74.439078
08852,40.388262, -74.549618
08853,40.529933, -74.742314
08854,40.545640, -74.460817
08857,40.392789, -74.330397
08858,40.682576, -74.737037
08859,40.458848, -74.302768
08861,40.520494, -74.272943
08863,40.527412, -74.315892
08865,40.708223, -75.147074
08867,40.574254, -74.966157
08869,40.571349, -74.646019
08872,40.444335, -74.356884
08873,40.496619, -74.532009
08876,40.589554, -74.685411
08879,40.466410, -74.278625
08880,40.553947, -74.527455
08882,40.445652, -74.378459
08884,40.397671, -74.389399
08886,40.687502, -75.101127
08887,40.521268, -74.794840
08889,40.609021, -74.754216
08890,40.539039, -74.575423
08901,40.483638, -74.442460
08902,40.439213, -74.484303
08904,40.500795, -74.427911
